run_accession,secondary_study_accession,sample_accession,secondary_sample_accession,experiment_accession,study_accession,submission_accession,tax_id,scientific_name,instrument_platform,instrument_model,library_name,nominal_length,library_layout,library_strategy,library_source,library_selection,read_count,base_count,center_name,first_public,last_updated,experiment_title,study_title,study_alias,experiment_alias,run_alias,fastq_bytes,fastq_md5,fastq_ftp,fastq_aspera,fastq_galaxy,submitted_bytes,submitted_md5,submitted_ftp,submitted_aspera,submitted_galaxy,submitted_format,sra_bytes,sra_md5,sra_ftp,sra_aspera,sra_galaxy,sample_alias,broker_name,sample_title,nominal_sdev,first_created,IDENTIFIERS__PRIMARY_ID,IDENTIFIERS__SECONDARY_ID,IDENTIFIERS__EXTERNAL_ID__namespace,IDENTIFIERS__EXTERNAL_ID__text,IDENTIFIERS__SUBMITTER_ID__namespace,IDENTIFIERS__SUBMITTER_ID__text,SAMPLE_NAME__TAXON_ID,SAMPLE_NAME__SCIENTIFIC_NAME,SAMPLE_NAME__COMMON_NAME,TITLE,DESCRIPTION,strain,INSDC_secondary_accession,NCBI_submission_package,organism,sex,tissue,dev_stage,sample_type,BioSampleModel,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,age
SRR3997897,SRP080894,SAMN05506933,SRS1600045,SRX1998656,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV6_4w,,PAIRED,AMPLICON,GENOMIC,PCR,17397,10244048,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV6_4w,3E6S9_S246_L001_R2_001.fastq.gz,1677464;2952558,fe111ac1a6304153eb3b113e0e18fa76;15a94cd9bfd2ba7fa2df5cfcbd7fec36,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997897/SRR3997897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997897/SRR3997897_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3997897/SRR3997897_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3997897/SRR3997897_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997897/SRR3997897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997897/SRR3997897_2.fastq.gz,,,,,,,5734004,5edce9d8bee12a045bd5a493a8b592da,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997897,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/007/SRR3997897,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997897,MV6_4w,,3E6S9,,2017-12-01,SAMN05506933,SRS1600045,BioSample,SAMN05506933,SAHMRI,MV6_4w,10090,Mus musculus,house mouse,3E6S9,4w,C57BL/6J,SRS1600045,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,,4w-mouse6,Model organism or animal,2017-09-28,2017-09-28,4wks
SRR3998026,SRP080894,SAMN05450030,SRS1600150,SRX1998761,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M70,,PAIRED,AMPLICON,GENOMIC,PCR,9283,5478510,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M70,4C8S9_S320_L001_R2_001.fastq.gz,786157;1508364,bc0bb83cd5ddff217beaf9c94dfc6579;97f86876b528d43cb946e9d2d0daa3c0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998026/SRR3998026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998026/SRR3998026_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3998026/SRR3998026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3998026/SRR3998026_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998026/SRR3998026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998026/SRR3998026_2.fastq.gz,,,,,,,3062118,7c83a15a474cf9804143dbf6a5db64e6,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3998026,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/006/SRR3998026,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3998026,M70,,4C8S9,,2017-12-01,SAMN05450030,SRS1600150,BioSample,SAMN05450030,SAHMRI,M70,10090,Mus musculus,house mouse,4C8S9,G6,C57BL/6J,SRS1600150,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse11,Model organism or animal,2017-09-28,2017-09-28,
SRR3997900,SRP080894,SAMN05449972,SRS1600049,SRX1998660,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M12,,PAIRED,AMPLICON,GENOMIC,PCR,18606,11047686,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M12,1B1S7_S13_L001_R2_001.fastq.gz,2120238;3458332,3f8b824c42cf4dc34877a8d603ebc1d9;e076beec86ece3a8681064c3aed74f17,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997900/SRR3997900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997900/SRR3997900_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997900/SRR3997900_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997900/SRR3997900_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997900/SRR3997900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997900/SRR3997900_2.fastq.gz,,,,,,,6954788,e31a0fd2d72d0fefd5686801527e37db,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997900,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3997900,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997900,M12,,1B1S7,,2017-12-01,SAMN05449972,SRS1600049,BioSample,SAMN05449972,SAHMRI,M12,10090,Mus musculus,house mouse,1B1S7,G1,C57BL/6J,SRS1600049,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G1-mouse12,Model organism or animal,2017-09-28,2017-09-28,
SRR3998029,SRP080894,SAMN05450032,SRS1600153,SRX1998764,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M72,,PAIRED,AMPLICON,GENOMIC,PCR,12843,7579030,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M72,4C10S9_S322_L001_R2_001.fastq.gz,1135791;2123916,5697bfcb0d916b960ac1f40aa888170e;5da80238f32166f2eff04ffbf3185b5c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998029/SRR3998029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998029/SRR3998029_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3998029/SRR3998029_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3998029/SRR3998029_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998029/SRR3998029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998029/SRR3998029_2.fastq.gz,,,,,,,4226904,f2789276a53ca8a5e885141436789f8c,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3998029,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/009/SRR3998029,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3998029,M72,,4C10S9,,2017-12-01,SAMN05450032,SRS1600153,BioSample,SAMN05450032,SAHMRI,M72,10090,Mus musculus,house mouse,4C10S9,G6,C57BL/6J,SRS1600153,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse13,Model organism or animal,2017-09-28,2017-09-28,
SRR3997909,SRP080894,SAMN05506943,SRS1600057,SRX1998668,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV7_8w,,PAIRED,AMPLICON,GENOMIC,PCR,14589,8606252,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV7_8w,2D4S9_S136_L001_R2_001.fastq.gz,1313736;2428887,21967d4c9038bb9af0958ec39591eb8c;270136f38c89372fe5e64320c35a8f34,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997909/SRR3997909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997909/SRR3997909_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3997909/SRR3997909_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3997909/SRR3997909_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997909/SRR3997909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997909/SRR3997909_2.fastq.gz,,,,,,,4807586,30fa18600292eced7e63ecb8010857f1,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997909,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/009/SRR3997909,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997909,MV7_8w,,2D4S9,,2017-12-01,SAMN05506943,SRS1600057,BioSample,SAMN05506943,SAHMRI,MV7_8w,10090,Mus musculus,house mouse,2D4S9,8w,C57BL/6J,SRS1600057,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,,8w-mouse7,Model organism or animal,2017-09-28,2017-09-28,8wks
SRR3998030,SRP080894,SAMN05450033,SRS1600154,SRX1998765,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M73,,PAIRED,AMPLICON,GENOMIC,PCR,16827,9934623,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M73,4C11S9_S323_L001_R2_001.fastq.gz,1449037;2684807,bbbf785c4265c66e9744a69f88ab0697;1018b431ece713315d1bf03642d63dc3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998030/SRR3998030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998030/SRR3998030_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3998030/SRR3998030_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3998030/SRR3998030_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998030/SRR3998030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998030/SRR3998030_2.fastq.gz,,,,,,,5454810,35e82d5228e2c16779e1b1a2c76cf58d,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3998030,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3998030,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3998030,M73,,4C11S9,,2017-12-01,SAMN05450033,SRS1600154,BioSample,SAMN05450033,SAHMRI,M73,10090,Mus musculus,house mouse,4C11S9,G6,C57BL/6J,SRS1600154,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse14,Model organism or animal,2017-09-28,2017-09-28,
SRR3997913,SRP080894,SAMN05506946,SRS1600061,SRX1998672,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV2_16w,,PAIRED,AMPLICON,GENOMIC,PCR,16466,9659001,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV2_16w,1D6S12_S42_L001_R1_001.fastq.gz,1228745;2141491,6d7cfddc1d77eda44b961f230219b48e;002db476bb8a051b67f7b16521789ad3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997913/SRR3997913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997913/SRR3997913_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997913/SRR3997913_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997913/SRR3997913_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997913/SRR3997913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997913/SRR3997913_2.fastq.gz,,,,,,,4746540,1ab68149a6991cf6cb0b06eb8714f283,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997913,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3997913,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997913,MV2_16w,,1D6S12,,2017-12-01,SAMN05506946,SRS1600061,BioSample,SAMN05506946,SAHMRI,MV2_16w,10090,Mus musculus,house mouse,1D6S12,16w,C57BL/6J,SRS1600061,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,16w-mouse2,Model organism or animal,2017-09-28,2017-09-28,16wks
SRR3998031,SRP080894,SAMN05450034,SRS1600155,SRX1998766,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M74,,PAIRED,AMPLICON,GENOMIC,PCR,14684,8655616,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M74,4C12S9_S324_L001_R2_001.fastq.gz,1303922;2372115,73ee4af15792c82d83814480811ca2e2;691e1b679d183ff35fb42d1287592c73,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998031/SRR3998031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998031/SRR3998031_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998031/SRR3998031_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998031/SRR3998031_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998031/SRR3998031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998031/SRR3998031_2.fastq.gz,,,,,,,4818762,662bb3f9f99b217c413e4d57cc131197,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998031,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3998031,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998031,M74,,4C12S9,,2017-12-01,SAMN05450034,SRS1600155,BioSample,SAMN05450034,SAHMRI,M74,10090,Mus musculus,house mouse,4C12S9,G6,C57BL/6J,SRS1600155,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse15,Model organism or animal,2017-09-28,2017-09-28,
SRR3997924,SRP080894,SAMN05449978,SRS1600072,SRX1998683,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M18,,PAIRED,AMPLICON,GENOMIC,PCR,17412,10201430,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M18,2A12S7_S108_L001_R2_001.fastq.gz,1921846;3214576,2c03dc06e01c87ea1bde4693cc0fa3e0;9a8b5b99e4391f72fa26d24fcdc6d110,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997924/SRR3997924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997924/SRR3997924_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3997924/SRR3997924_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3997924/SRR3997924_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997924/SRR3997924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997924/SRR3997924_2.fastq.gz,,,,,,,6408085,27324a2bc4d0fea639e7e9dd91793fc5,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997924,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3997924,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997924,M18,,2A12S7,,2017-12-01,SAMN05449978,SRS1600072,BioSample,SAMN05449978,SAHMRI,M18,10090,Mus musculus,house mouse,2A12S7,G1,C57BL/6J,SRS1600072,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G1-mouse18,Model organism or animal,2017-09-28,2017-09-28,
SRR3998034,SRP080894,SAMN05450037,SRS1600158,SRX1998769,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M77,,PAIRED,AMPLICON,GENOMIC,PCR,11886,7033172,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M77,4D3S9_S327_L001_R2_001.fastq.gz,1353537;1960655,e2ff54cecbc05af6a8d742a582e13422;288e4ba306d76a167cdc43ce7071336d,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998034/SRR3998034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998034/SRR3998034_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998034/SRR3998034_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998034/SRR3998034_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998034/SRR3998034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998034/SRR3998034_2.fastq.gz,,,,,,,4194134,9c0b057ae5c6b8035938828023f49529,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998034,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3998034,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998034,M77,,4D3S9,,2017-12-01,SAMN05450037,SRS1600158,BioSample,SAMN05450037,SAHMRI,M77,10090,Mus musculus,house mouse,4D3S9,G6,C57BL/6J,SRS1600158,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse18,Model organism or animal,2017-09-28,2017-09-28,
SRR3997925,SRP080894,SAMN05449979,SRS1600073,SRX1998684,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M19,,PAIRED,AMPLICON,GENOMIC,PCR,21295,12660307,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M19,2B1S7_S109_L001_R1_001.fastq.gz,2578937;4085982,6365a2a99a9686ad62a5ff4dc1e0e9ca;d41557c77f4da660f29fbb0cab55af82,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997925/SRR3997925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997925/SRR3997925_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3997925/SRR3997925_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3997925/SRR3997925_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997925/SRR3997925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997925/SRR3997925_2.fastq.gz,,,,,,,7988676,925b33018b1ec97bc1728683ff7abce4,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997925,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/005/SRR3997925,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997925,M19,,2B1S7,,2017-12-01,SAMN05449979,SRS1600073,BioSample,SAMN05449979,SAHMRI,M19,10090,Mus musculus,house mouse,2B1S7,G1,C57BL/6J,SRS1600073,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G1-mouse19,Model organism or animal,2017-09-28,2017-09-28,
SRR3998035,SRP080894,SAMN05450038,SRS1600159,SRX1998770,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M78,,PAIRED,AMPLICON,GENOMIC,PCR,11109,6547914,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M78,4D4S9_S328_L001_R1_001.fastq.gz,984438;1826557,354cf27816cc1cc8c0b0dc893a0de572;8c694bc0ccd3c18f0de9ccdbc64d6c41,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998035/SRR3998035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998035/SRR3998035_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998035/SRR3998035_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998035/SRR3998035_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998035/SRR3998035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998035/SRR3998035_2.fastq.gz,,,,,,,3685979,20c754f906de9b345daf25f68b4eff2a,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998035,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/005/SRR3998035,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998035,M78,,4D4S9,,2017-12-01,SAMN05450038,SRS1600159,BioSample,SAMN05450038,SAHMRI,M78,10090,Mus musculus,house mouse,4D4S9,G6,C57BL/6J,SRS1600159,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse19,Model organism or animal,2017-09-28,2017-09-28,
SRR3997928,SRP080894,SAMN05449981,SRS1600076,SRX1998687,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M21,,PAIRED,AMPLICON,GENOMIC,PCR,19868,11764417,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M21,2B3S7_S111_L001_R1_001.fastq.gz,2508073;3810801,650bba3b3e62bfe91674a4522438bfec;4e1a917432f6003ec9348cecec072be7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997928/SRR3997928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997928/SRR3997928_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3997928/SRR3997928_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3997928/SRR3997928_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997928/SRR3997928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997928/SRR3997928_2.fastq.gz,,,,,,,7493508,90324281b98f052a957d9550fc4680df,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997928,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/008/SRR3997928,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997928,M21,,2B3S7,,2017-12-01,SAMN05449981,SRS1600076,BioSample,SAMN05449981,SAHMRI,M21,10090,Mus musculus,house mouse,2B3S7,G1,C57BL/6J,SRS1600076,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G1-mouse21,Model organism or animal,2017-09-28,2017-09-28,
SRR3998041,SRP080894,SAMN05450042,SRS1600164,SRX1998775,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M82,,PAIRED,AMPLICON,GENOMIC,PCR,13512,7986178,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M82,4A1S9_S289_L001_R1_001.fastq.gz,1306424;2293524,944c2e9e2ee02082b2203397b280610f;0f4a23311bf7a6a3fed4f6e0df3431a1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998041/SRR3998041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998041/SRR3998041_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998041/SRR3998041_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998041/SRR3998041_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998041/SRR3998041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998041/SRR3998041_2.fastq.gz,,,,,,,4504705,754da4210bc150b496e78ef3bdd28607,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998041,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3998041,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998041,M82,,4A1S9,,2017-12-01,SAMN05450042,SRS1600164,BioSample,SAMN05450042,SAHMRI,M82,10090,Mus musculus,house mouse,4A1S9,AF2,C57BL/6J,SRS1600164,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,AF2-mouse1,Model organism or animal,2017-09-28,2017-09-28,
